19:13 $ vw-varinfo ~/Documents/scratch/OpenNMT-py/vw/discriminator/data/wmt16_train.vw
FeatureName            HashVal   MinVal   MaxVal    Weight   RelScore
dugout                  253301     0.00     0.00   +0.1166      7.34%
Canadian                205566     0.00     0.00   +0.1165      7.34%
Swimming                196198     0.00     0.00   +0.1165      7.34%
Shes                     85024     0.00     0.00   +0.1165      7.34%
yelling                 101482     0.00     0.00   +0.1165      7.34%
Herds                    30019     0.00     0.00   +0.1164      7.33%
agitated                  3756     0.00     0.00   +0.1164      7.33%
Trying                  198564     0.00     0.00   +0.1163      7.33%
playpen                  22304     0.00     0.00   +0.1163      7.33%
mid                     123964     0.00     0.00   +0.1163      7.33%
cloths                  118243     0.00     0.00   +0.1163      7.32%
serving                 159199     0.00     0.00   +0.1162      7.32%
tend                    216125     0.00     0.00   +0.1162      7.32%
pediatrics              118433     0.00     0.00   +0.1162      7.32%
Heavy                   107282     0.00     0.00   +0.1162      7.32%
converse                 19781     0.00     0.00   +0.1162      7.32%
sleeveless               19781     0.00     0.00   +0.1162      7.32%
flags                     1570     0.00     0.00   +0.1161      7.32%
cooktop                 224112     0.00     0.00   +0.1161      7.31%
peep                    224112     0.00     0.00   +0.1161      7.31%
motorcycles              57507     0.00     0.00   +0.1159      7.30%
Average                 135283     0.00     0.00   +0.1158      7.30%
everyday                168233     0.00     0.00   +0.1158      7.30%
Musician                 94434     0.00     0.00   +0.1158      7.29%
rows                    254660     0.00     0.00   +0.1157      7.29%
binoculars               10826     0.00     0.00   +0.1157      7.28%
serene                  162271     0.00     0.00   +0.1157      7.28%
huts                    257377     0.00     0.00   +0.1156      7.28%
sled                    249645     0.00     0.00   +0.1155      7.28%
partially               244673     0.00     0.00   +0.1155      7.28%
grills                  182594     0.00     0.00   +0.1154      7.27%
shoppers                 61298     0.00     0.00   +0.1154      7.27%
pedestrians              99415     0.00     0.00   +0.1153      7.26%
Crowds                  233503     0.00     0.00   +0.1153      7.26%
rail                    201446     0.00     0.00   +0.1152      7.26%
Choir                    26425     0.00     0.00   +0.1152      7.25%
Nancy                    65834     0.00     0.00   +0.1150      7.25%
Pelosi                  146953     0.00     0.00   +0.1150      7.25%
Archaeologists          247917     0.00     0.00   +0.1150      7.24%
header                  150697     0.00     0.00   +0.1150      7.24%
wheelchair              107121     0.00     0.00   +0.1148      7.23%
ledge                    29399     0.00     0.00   +0.1147      7.22%
Square                  143543     0.00     0.00   +0.1147      7.22%
Times                   202843     0.00     0.00   +0.1147      7.22%
launch                  143543     0.00     0.00   +0.1147      7.22%
congregate              216346     0.00     0.00   +0.1146      7.22%
side                    204353     0.00     0.00   +0.1146      7.22%
Spanish                 151300     0.00     0.00   +0.1144      7.21%
squatted                151300     0.00     0.00   +0.1144      7.21%
matching                102765     0.00     0.00   +0.1144      7.21%
Individuals             115469     0.00     0.00   +0.1144      7.21%
kickboxer               112281     0.00     0.00   +0.1144      7.20%
Field                    17046     0.00     0.00   +0.1143      7.20%
pineapples                6773     0.00     0.00   +0.1143      7.20%
splashed                171120     0.00     0.00   +0.1143      7.20%
Twelve                   77485     0.00     0.00   +0.1142      7.19%
Swimmer                  57341     0.00     0.00   +0.1142      7.19%
laps                     42058     0.00     0.00   +0.1142      7.19%
Passengers              261238     0.00     0.00   +0.1142      7.19%
trailer                 244387     0.00     0.00   +0.1142      7.19%
Aggressive              109810     0.00     0.00   +0.1141      7.19%
waves                   115880     0.00     0.00   +0.1139      7.17%
Pops                     36674     0.00     0.00   +0.1138      7.17%
winks                   141755     0.00     0.00   +0.1138      7.17%
allegiance              232179     0.00     0.00   +0.1138      7.17%
pledge                  211883     0.00     0.00   +0.1138      7.17%
seashore                193244     0.00     0.00   +0.1137      7.16%
Barbecue                209680     0.00     0.00   +0.1137      7.16%
boardwalk               221263     0.00     0.00   +0.1137      7.16%
Luggage                  10811     0.00     0.00   +0.1135      7.15%
promoting               112304     0.00     0.00   +0.1134      7.14%
someones                 63701     0.00     0.00   +0.1134      7.14%
drawing                 130621     0.00     0.00   +0.1132      7.13%
Cooking                 157483     0.00     0.00   +0.1132      7.13%
During                   26642     0.00     0.00   +0.1132      7.13%
peppers                  42989     0.00     0.00   +0.1132      7.13%
banner                   47480     0.00     0.00   +0.1132      7.13%
symbol                  221197     0.00     0.00   +0.1132      7.13%
Ground                   65845     0.00     0.00   +0.1132      7.13%
Taking                   14502     0.00     0.00   +0.1132      7.13%
Alaska                  252586     0.00     0.00   +0.1131      7.13%
sculptures               26183     0.00     0.00   +0.1131      7.13%
Workman                  70093     0.00     0.00   +0.1131      7.12%
rafts                   114230     0.00     0.00   +0.1131      7.12%
cloth                   141054     0.00     0.00   +0.1131      7.12%
Ow                      203588     0.00     0.00   +0.1130      7.12%
handheld                 82149     0.00     0.00   +0.1130      7.12%
traveling               240120     0.00     0.00   +0.1130      7.12%
Playing                  55907     0.00     0.00   +0.1130      7.12%
respond                 227278     0.00     0.00   +0.1129      7.11%
Chef                    135602     0.00     0.00   +0.1129      7.11%
sculpting               141335     0.00     0.00   +0.1127      7.10%
saving                   89739     0.00     0.00   +0.1127      7.10%
Subway                    2267     0.00     0.00   +0.1126      7.09%
Year                     84411     0.00     0.00   +0.1126      7.09%
Lunch                   106432     0.00     0.00   +0.1125      7.09%
discus                  167474     0.00     0.00   +0.1125      7.09%
Uniformed               163913     0.00     0.00   +0.1124      7.08%
receiving               111194     0.00     0.00   +0.1124      7.08%
Everybody                29059     0.00     0.00   +0.1123      7.08%
hog                      57409     0.00     0.00   +0.1123      7.08%
zombie                   57409     0.00     0.00   +0.1123      7.08%
hiker                    86016     0.00     0.00   +0.1123      7.07%
neck                    235690     0.00     0.00   +0.1123      7.07%
dock                    162825     0.00     0.00   +0.1123      7.07%
rollerskating           118084     0.00     0.00   +0.1122      7.07%
sinks                   175620     0.00     0.00   +0.1122      7.07%
Craftsman               252859     0.00     0.00   +0.1121      7.06%
porch                   111357     0.00     0.00   +0.1121      7.06%
My                       97547     0.00     0.00   +0.1120      7.06%
tips                    175649     0.00     0.00   +0.1120      7.06%
strawberry               82089     0.00     0.00   +0.1120      7.05%
Clad                    200578     0.00     0.00   +0.1120      7.05%
galoshes                243153     0.00     0.00   +0.1120      7.05%
blanket                  74371     0.00     0.00   +0.1119      7.05%
Taxis                    61296     0.00     0.00   +0.1119      7.05%
rad                       2050     0.00     0.00   +0.1119      7.05%
jogger                  158001     0.00     0.00   +0.1119      7.05%
